Zipcode;State;City;ZipCodeType;LocationType
10998;NY;WESTTOWN;STANDARD;PRIMARY
12786;NY;WHITE LAKE;STANDARD;PRIMARY
10601;NY;WHITE PLAINS;STANDARD;PRIMARY
10602;NY;WHITE PLAINS;PO BOX;PRIMARY
10603;NY;WHITE PLAINS;STANDARD;PRIMARY
10603;NY;N WHITE PLAINS;STANDARD;ACCEPTABLE
10603;NY;N WHITE PLNS;STANDARD;ACCEPTABLE
10603;NY;NORTH WHITE PLAINS;STANDARD;NOT ACCEPTABLE
10604;NY;WEST HARRISON;STANDARD;PRIMARY
10604;NY;W HARRISON;STANDARD;ACCEPTABLE
10604;NY;WHITE PLAINS;STANDARD;ACCEPTABLE
10604;NY;EAST WHITE PLAINS;STANDARD;NOT ACCEPTABLE
10604;NY;WESTCHESTER COUNTY AIRPORT;STANDARD;NOT ACCEPTABLE
10605;NY;WHITE PLAINS;STANDARD;PRIMARY
10605;NY;GEDNEY;STANDARD;NOT ACCEPTABLE
10606;NY;WHITE PLAINS;STANDARD;PRIMARY
10607;NY;WHITE PLAINS;STANDARD;PRIMARY
10607;NY;GREENBURGH;STANDARD;NOT ACCEPTABLE
10610;NY;WHITE PLAINS;PO BOX;PRIMARY
12787;NY;WHITE SULPHUR SPRINGS;STANDARD;PRIMARY
12787;NY;WHT SPHR SPGS;STANDARD;ACCEPTABLE
12495;NY;WILLOW;STANDARD;PRIMARY
12496;NY;WINDHAM;STANDARD;PRIMARY
12594;NY;WINGDALE;STANDARD;PRIMARY
12788;NY;WOODBOURNE;STANDARD;PRIMARY
12789;NY;WOODRIDGE;STANDARD;PRIMARY
12498;NY;WOODSTOCK;STANDARD;PRIMARY
12790;NY;WURTSBORO;STANDARD;PRIMARY
10701;NY;YONKERS;STANDARD;PRIMARY
10702;NY;YONKERS;STANDARD;PRIMARY
10703;NY;YONKERS;STANDARD;PRIMARY
10704;NY;YONKERS;STANDARD;PRIMARY
10705;NY;YONKERS;STANDARD;PRIMARY
10706;NY;HASTINGS ON HUDSON;STANDARD;PRIMARY
10706;NY;HASTINGS HDSN;STANDARD;ACCEPTABLE
10706;NY;YONKERS;STANDARD;ACCEPTABLE
10706;NY;HASTINGS HUDSON;STANDARD;NOT ACCEPTABLE
10707;NY;TUCKAHOE;STANDARD;PRIMARY
10707;NY;EASTCHESTER;STANDARD;ACCEPTABLE
10707;NY;YONKERS;STANDARD;ACCEPTABLE
10708;NY;BRONXVILLE;STANDARD;PRIMARY
10708;NY;YONKERS;STANDARD;ACCEPTABLE
10709;NY;EASTCHESTER;STANDARD;PRIMARY
10709;NY;YONKERS;STANDARD;ACCEPTABLE
10710;NY;YONKERS;STANDARD;PRIMARY
10710;NY;CENTUCK;STANDARD;NOT ACCEPTABLE
10598;NY;YORKTOWN HEIGHTS;STANDARD;PRIMARY
10598;NY;YORKTOWN HTS;STANDARD;ACCEPTABLE
10598;NY;YORKTOWN;STANDARD;NOT ACCEPTABLE
10598;NY;YORKTOWN HGTS;STANDARD;NOT ACCEPTABLE
12791;NY;YOUNGSVILLE;STANDARD;PRIMARY
12792;NY;YULAN;STANDARD;PRIMARY
11201;NY;BROOKLYN;STANDARD;PRIMARY
11202;NY;BROOKLYN;PO BOX;PRIMARY
11203;NY;BROOKLYN;STANDARD;PRIMARY
11204;NY;BROOKLYN;STANDARD;PRIMARY
11205;NY;BROOKLYN;STANDARD;PRIMARY
11206;NY;BROOKLYN;STANDARD;PRIMARY
11207;NY;BROOKLYN;STANDARD;PRIMARY
11208;NY;BROOKLYN;STANDARD;PRIMARY
11209;NY;BROOKLYN;STANDARD;PRIMARY
11210;NY;BROOKLYN;STANDARD;PRIMARY
11211;NY;BROOKLYN;STANDARD;PRIMARY
11212;NY;BROOKLYN;STANDARD;PRIMARY
11213;NY;BROOKLYN;STANDARD;PRIMARY
11214;NY;BROOKLYN;STANDARD;PRIMARY
11215;NY;BROOKLYN;STANDARD;PRIMARY
11216;NY;BROOKLYN;STANDARD;PRIMARY
11217;NY;BROOKLYN;STANDARD;PRIMARY
11218;NY;BROOKLYN;STANDARD;PRIMARY
11219;NY;BROOKLYN;STANDARD;PRIMARY
11220;NY;BROOKLYN;STANDARD;PRIMARY
11221;NY;BROOKLYN;STANDARD;PRIMARY
11222;NY;BROOKLYN;STANDARD;PRIMARY
11223;NY;BROOKLYN;STANDARD;PRIMARY
11224;NY;BROOKLYN;STANDARD;PRIMARY
11225;NY;BROOKLYN;STANDARD;PRIMARY
11226;NY;BROOKLYN;STANDARD;PRIMARY
11228;NY;BROOKLYN;STANDARD;PRIMARY
11229;NY;BROOKLYN;STANDARD;PRIMARY
11230;NY;BROOKLYN;STANDARD;PRIMARY
11231;NY;BROOKLYN;STANDARD;PRIMARY
11232;NY;BROOKLYN;STANDARD;PRIMARY
11233;NY;BROOKLYN;STANDARD;PRIMARY
11234;NY;BROOKLYN;STANDARD;PRIMARY
11235;NY;BROOKLYN;STANDARD;PRIMARY
11236;NY;BROOKLYN;STANDARD;PRIMARY
11237;NY;BROOKLYN;STANDARD;PRIMARY
11238;NY;BROOKLYN;STANDARD;PRIMARY
11239;NY;BROOKLYN;STANDARD;PRIMARY
11241;NY;BROOKLYN;STANDARD;PRIMARY
11242;NY;BROOKLYN;STANDARD;PRIMARY
11243;NY;BROOKLYN;STANDARD;PRIMARY
11245;NY;BROOKLYN;UNIQUE;PRIMARY
11245;NY;CHASE MANHATTAN BANK;UNIQUE;NOT ACCEPTABLE
11247;NY;BROOKLYN;PO BOX;PRIMARY
11249;NY;BROOKLYN;STANDARD;PRIMARY
11251;NY;BROOKLYN;UNIQUE;PRIMARY
11251;NY;BROOKLYN NAVY YARD;UNIQUE;NOT ACCEPTABLE
11252;NY;BROOKLYN;STANDARD;PRIMARY
11252;NY;FORT HAMILTON;STANDARD;ACCEPTABLE
11256;NY;BROOKLYN;STANDARD;PRIMARY
11096;NY;INWOOD;STANDARD;PRIMARY
11096;NY;FAR ROCKAWAY;STANDARD;ACCEPTABLE
11096;NY;INWOOD FINANCE;STANDARD;NOT ACCEPTABLE
11690;NY;FAR ROCKAWAY;PO BOX;PRIMARY
11690;NY;EDGEMERE;PO BOX;ACCEPTABLE
11690;NY;WAVE CREST;PO BOX;ACCEPTABLE
11690;NY;QUEENS;PO BOX;NOT ACCEPTABLE
11691;NY;FAR ROCKAWAY;STANDARD;PRIMARY
11691;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11692;NY;ARVERNE;STANDARD;PRIMARY
11692;NY;FAR ROCKAWAY;STANDARD;ACCEPTABLE
11692;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11693;NY;FAR ROCKAWAY;STANDARD;PRIMARY
11693;NY;BROAD CHANNEL;STANDARD;ACCEPTABLE
11693;NY;ROCKAWAY BEAC;STANDARD;ACCEPTABLE
11693;NY;ROCKAWAY BEACH;STANDARD;ACCEPTABLE
11693;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11694;NY;ROCKAWAY PARK;STANDARD;PRIMARY
11694;NY;BELLE HARBOR;STANDARD;ACCEPTABLE
11694;NY;FAR ROCKAWAY;STANDARD;ACCEPTABLE
11694;NY;NEPONSIT;STANDARD;ACCEPTABLE
11694;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11695;NY;FAR ROCKAWAY;PO BOX;PRIMARY
11695;NY;FORT TILDEN;PO BOX;ACCEPTABLE
11695;NY;QUEENS;PO BOX;NOT ACCEPTABLE
11697;NY;BREEZY POINT;STANDARD;PRIMARY
11697;NY;FAR ROCKAWAY;STANDARD;ACCEPTABLE
11697;NY;ROCKAWAY POINT;STANDARD;ACCEPTABLE
11697;NY;ROCKAWAY PT;STANDARD;ACCEPTABLE
11697;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11001;NY;FLORAL PARK;STANDARD;PRIMARY
11001;NY;BELLEROSE VIL;STANDARD;ACCEPTABLE
11001;NY;BELLEROSE VILLAGE;STANDARD;ACCEPTABLE
11001;NY;S FLORAL PARK;STANDARD;ACCEPTABLE
11001;NY;SOUTH FLORAL PARK;STANDARD;ACCEPTABLE
11001;NY;BELLEROSE TERRACE;STANDARD;NOT ACCEPTABLE
11001;NY;BELLROSE VILLAGE;STANDARD;NOT ACCEPTABLE
11001;NY;SO FLORAL PARK;STANDARD;NOT ACCEPTABLE
11002;NY;FLORAL PARK;PO BOX;PRIMARY
11003;NY;ELMONT;STANDARD;PRIMARY
11003;NY;ALDEN MANOR;STANDARD;ACCEPTABLE
11003;NY;FLORAL PARK;STANDARD;ACCEPTABLE
11003;NY;MEACHAM;STANDARD;ACCEPTABLE
11003;NY;ARGO VILLAGE;STANDARD;NOT ACCEPTABLE
11003;NY;LOCUSTWOOD;STANDARD;NOT ACCEPTABLE
11004;NY;GLEN OAKS;STANDARD;PRIMARY
11004;NY;FLORAL PARK;STANDARD;ACCEPTABLE
11005;NY;FLORAL PARK;STANDARD;PRIMARY
11351;NY;FLUSHING;STANDARD;PRIMARY
11351;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11352;NY;FLUSHING;PO BOX;PRIMARY
11352;NY;QUEENS;PO BOX;NOT ACCEPTABLE
11354;NY;FLUSHING;STANDARD;PRIMARY
11354;NY;LINDEN HILL;STANDARD;NOT ACCEPTABLE
11354;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11355;NY;FLUSHING;STANDARD;PRIMARY
11355;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11356;NY;COLLEGE POINT;STANDARD;PRIMARY
11356;NY;FLUSHING;STANDARD;ACCEPTABLE
11356;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11357;NY;WHITESTONE;STANDARD;PRIMARY
11357;NY;BEECHHURST;STANDARD;ACCEPTABLE
11357;NY;FLUSHING;STANDARD;ACCEPTABLE
11357;NY;MALBA;STANDARD;ACCEPTABLE
11357;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11358;NY;FLUSHING;STANDARD;PRIMARY
11358;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11358;NY;STA A;STANDARD;NOT ACCEPTABLE
11359;NY;BAYSIDE;STANDARD;PRIMARY
11359;NY;FLUSHING;STANDARD;ACCEPTABLE
11359;NY;FORT TOTTEN;STANDARD;ACCEPTABLE
11359;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11360;NY;BAYSIDE;STANDARD;PRIMARY
11360;NY;FLUSHING;STANDARD;ACCEPTABLE
11360;NY;BAY TERRACE;STANDARD;NOT ACCEPTABLE
11360;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11361;NY;BAYSIDE;STANDARD;PRIMARY
11361;NY;FLUSHING;STANDARD;ACCEPTABLE
11361;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11362;NY;LITTLE NECK;STANDARD;PRIMARY
11362;NY;DOUGLASTON;STANDARD;ACCEPTABLE
11362;NY;FLUSHING;STANDARD;ACCEPTABLE
11362;NY;HORACE HARDING;STANDARD;NOT ACCEPTABLE
11362;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11363;NY;LITTLE NECK;STANDARD;PRIMARY
11363;NY;DOUGLASTON;STANDARD;ACCEPTABLE
11363;NY;FLUSHING;STANDARD;ACCEPTABLE
11363;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11364;NY;OAKLAND GARDENS;STANDARD;PRIMARY
11364;NY;BAYSIDE;STANDARD;ACCEPTABLE
11364;NY;BAYSIDE HILLS;STANDARD;ACCEPTABLE
11364;NY;FLUSHING;STANDARD;ACCEPTABLE
11364;NY;HOLLIS HILLS;STANDARD;ACCEPTABLE
11364;NY;OAKLAND GDNS;STANDARD;ACCEPTABLE
11364;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11365;NY;FRESH MEADOWS;STANDARD;PRIMARY
11365;NY;FLUSHING;STANDARD;ACCEPTABLE
11365;NY;POMONOK;STANDARD;NOT ACCEPTABLE
11365;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11366;NY;FRESH MEADOWS;STANDARD;PRIMARY
11366;NY;FLUSHING;STANDARD;ACCEPTABLE
11366;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11366;NY;UTOPIA;STANDARD;NOT ACCEPTABLE
11367;NY;FLUSHING;STANDARD;PRIMARY
11367;NY;KEW GARDEN HL;STANDARD;ACCEPTABLE
11367;NY;KEW GARDENS HILLS;STANDARD;ACCEPTABLE
11367;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11368;NY;CORONA;STANDARD;PRIMARY
11368;NY;FLUSHING;STANDARD;ACCEPTABLE
11368;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11369;NY;EAST ELMHURST;STANDARD;PRIMARY
11369;NY;FLUSHING;STANDARD;ACCEPTABLE
11369;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11370;NY;EAST ELMHURST;STANDARD;PRIMARY
11370;NY;FLUSHING;STANDARD;ACCEPTABLE
11370;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11370;NY;TRAINSMEADOW;STANDARD;NOT ACCEPTABLE
11371;NY;FLUSHING;STANDARD;PRIMARY
11371;NY;EAST ELMHURST;STANDARD;ACCEPTABLE
11371;NY;LA GUARDIA AIRPORT;STANDARD;ACCEPTABLE
11371;NY;LA GURDA ARPT;STANDARD;ACCEPTABLE
11371;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11372;NY;JACKSON HEIGHTS;STANDARD;PRIMARY
11372;NY;FLUSHING;STANDARD;ACCEPTABLE
11372;NY;JACKSON HTS;STANDARD;ACCEPTABLE
11372;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11373;NY;ELMHURST;STANDARD;PRIMARY
11373;NY;FLUSHING;STANDARD;ACCEPTABLE
11373;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11374;NY;REGO PARK;STANDARD;PRIMARY
11374;NY;FLUSHING;STANDARD;ACCEPTABLE
11374;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11374;NY;REGO PK;STANDARD;NOT ACCEPTABLE
11375;NY;FOREST HILLS;STANDARD;PRIMARY
11375;NY;FLUSHING;STANDARD;ACCEPTABLE
11375;NY;FOREST HLS;STANDARD;NOT ACCEPTABLE
11375;NY;PARKSIDE;STANDARD;NOT ACCEPTABLE
11375;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11377;NY;WOODSIDE;STANDARD;PRIMARY
11377;NY;FLUSHING;STANDARD;ACCEPTABLE
11377;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11378;NY;MASPETH;STANDARD;PRIMARY
11378;NY;FLUSHING;STANDARD;ACCEPTABLE
11378;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11379;NY;MIDDLE VILLAGE;STANDARD;PRIMARY
11379;NY;FLUSHING;STANDARD;ACCEPTABLE
11379;NY;MIDDLE VLG;STANDARD;ACCEPTABLE
11379;NY;ELMHURST;STANDARD;NOT ACCEPTABLE
11379;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11380;NY;ELMHURST;PO BOX;PRIMARY
11380;NY;FLUSHING;PO BOX;ACCEPTABLE
11380;NY;QUEENS;PO BOX;NOT ACCEPTABLE
11381;NY;FLUSHING;UNIQUE;PRIMARY
11381;NY;METROPOLITAN MUSEUM OF ART;UNIQUE;NOT ACCEPTABLE
11381;NY;QUEENS;UNIQUE;NOT ACCEPTABLE
11385;NY;RIDGEWOOD;STANDARD;PRIMARY
11385;NY;FLUSHING;STANDARD;ACCEPTABLE
11385;NY;GLENDALE;STANDARD;ACCEPTABLE
11385;NY;FRESH POND;STANDARD;NOT ACCEPTABLE
11385;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11386;NY;RIDGEWOOD;PO BOX;PRIMARY
11386;NY;FLUSHING;PO BOX;ACCEPTABLE
11386;NY;QUEENS;PO BOX;NOT ACCEPTABLE
11390;NY;FLUSHING;UNIQUE;PRIMARY
11390;NY;CONTEST AND LARGE VOL;UNIQUE;NOT ACCEPTABLE
11010;NY;FRANKLIN SQUARE;STANDARD;PRIMARY
11010;NY;FRANKLIN SQ;STANDARD;ACCEPTABLE
11020;NY;GREAT NECK;STANDARD;PRIMARY
11020;NY;LAKE SUCCESS;STANDARD;ACCEPTABLE
11020;NY;GREAT NK;STANDARD;NOT ACCEPTABLE
11020;NY;GRT NECK;STANDARD;NOT ACCEPTABLE
11020;NY;GT NECK;STANDARD;NOT ACCEPTABLE
11020;NY;UNIVERSITY GARDENS;STANDARD;NOT ACCEPTABLE
11021;NY;GREAT NECK;STANDARD;PRIMARY
11021;NY;GREAT NCK PLZ;STANDARD;ACCEPTABLE
11021;NY;GREAT NECK PLAZA;STANDARD;ACCEPTABLE
11021;NY;ALLENWOOD;STANDARD;NOT ACCEPTABLE
11021;NY;GREAT NECK ESTATES;STANDARD;NOT ACCEPTABLE
11021;NY;KENSINGTON;STANDARD;NOT ACCEPTABLE
11021;NY;RUSSELL GARDENS;STANDARD;NOT ACCEPTABLE
11021;NY;SADDLE ROCK ESTATES;STANDARD;NOT ACCEPTABLE
11021;NY;THOMASTON;STANDARD;NOT ACCEPTABLE
11022;NY;GREAT NECK;PO BOX;PRIMARY
11022;NY;LAKE GARDENS;PO BOX;NOT ACCEPTABLE
11023;NY;GREAT NECK;STANDARD;PRIMARY
11023;NY;HARBOR HILLS;STANDARD;NOT ACCEPTABLE
11023;NY;OLD VILLAGE;STANDARD;NOT ACCEPTABLE
11023;NY;SADDLE ROCK;STANDARD;NOT ACCEPTABLE
11024;NY;GREAT NECK;STANDARD;PRIMARY
11024;NY;KINGS POINT;STANDARD;ACCEPTABLE
11024;NY;KENILWORTH;STANDARD;NOT ACCEPTABLE
11024;NY;USMMA;STANDARD;NOT ACCEPTABLE
11026;NY;GREAT NECK;PO BOX;PRIMARY
11027;NY;GREAT NECK;PO BOX;PRIMARY
11405;NY;JAMAICA;UNIQUE;PRIMARY
11405;NY;MOTOR VEHICLE BUREAU;UNIQUE;NOT ACCEPTABLE
11405;NY;QUEENS;UNIQUE;NOT ACCEPTABLE
11411;NY;CAMBRIA HEIGHTS;STANDARD;PRIMARY
11411;NY;CAMBRIA HTS;STANDARD;ACCEPTABLE
11411;NY;JAMAICA;STANDARD;ACCEPTABLE
11411;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11412;NY;SAINT ALBANS;STANDARD;PRIMARY
11412;NY;JAMAICA;STANDARD;ACCEPTABLE
11412;NY;ST ALBANS;STANDARD;NOT ACCEPTABLE
11413;NY;SPRINGFIELD GARDENS;STANDARD;PRIMARY
11413;NY;JAMAICA;STANDARD;ACCEPTABLE
11413;NY;LAURELTON;STANDARD;ACCEPTABLE
11413;NY;ROSEDALE;STANDARD;ACCEPTABLE
11413;NY;SAINT ALBANS;STANDARD;ACCEPTABLE
11413;NY;SPRNGFLD GDNS;STANDARD;ACCEPTABLE
11413;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11414;NY;HOWARD BEACH;STANDARD;PRIMARY
11414;NY;JAMAICA;STANDARD;ACCEPTABLE
11414;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11415;NY;KEW GARDENS;STANDARD;PRIMARY
11415;NY;JAMAICA;STANDARD;ACCEPTABLE
11415;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11416;NY;OZONE PARK;STANDARD;PRIMARY
11416;NY;JAMAICA;STANDARD;ACCEPTABLE
11416;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11417;NY;OZONE PARK;STANDARD;PRIMARY
11417;NY;JAMAICA;STANDARD;ACCEPTABLE
11417;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11418;NY;RICHMOND HILL;STANDARD;PRIMARY
11418;NY;JAMAICA;STANDARD;ACCEPTABLE
11418;NY;KEW GARDENS;STANDARD;NOT ACCEPTABLE
11418;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11419;NY;SOUTH RICHMOND HILL;STANDARD;PRIMARY
11419;NY;JAMAICA;STANDARD;ACCEPTABLE
11419;NY;S RICHMOND HL;STANDARD;ACCEPTABLE
11419;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11419;NY;S RICHMOND HILL;STANDARD;NOT ACCEPTABLE
11420;NY;SOUTH OZONE PARK;STANDARD;PRIMARY
11420;NY;JAMAICA;STANDARD;ACCEPTABLE
11420;NY;S OZONE PARK;STANDARD;ACCEPTABLE
11420;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11421;NY;WOODHAVEN;STANDARD;PRIMARY
11421;NY;JAMAICA;STANDARD;ACCEPTABLE
11421;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11422;NY;ROSEDALE;STANDARD;PRIMARY
11422;NY;JAMAICA;STANDARD;ACCEPTABLE
11422;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11423;NY;HOLLIS;STANDARD;PRIMARY
11423;NY;JAMAICA;STANDARD;ACCEPTABLE
11423;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11424;NY;JAMAICA;PO BOX;PRIMARY
11424;NY;KEW GARDENS;PO BOX;ACCEPTABLE
11424;NY;BOROUGH HALL;PO BOX;NOT ACCEPTABLE
11424;NY;QUEENS;PO BOX;NOT ACCEPTABLE
11425;NY;JAMAICA;UNIQUE;PRIMARY
11425;NY;QUEENS;UNIQUE;NOT ACCEPTABLE
11425;NY;VET ADMIN EXT CARE CTR;UNIQUE;NOT ACCEPTABLE
11426;NY;BELLEROSE;STANDARD;PRIMARY
11426;NY;JAMAICA;STANDARD;ACCEPTABLE
11426;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11427;NY;QUEENS VILLAGE;STANDARD;PRIMARY
11427;NY;BELLEROSE MANOR;STANDARD;ACCEPTABLE
11427;NY;BELLRS MANOR;STANDARD;ACCEPTABLE
11427;NY;JAMAICA;STANDARD;ACCEPTABLE
11427;NY;QUEENS VLG;STANDARD;ACCEPTABLE
11427;NY;HOLLIS HILLS;STANDARD;NOT ACCEPTABLE
11427;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11428;NY;QUEENS VILLAGE;STANDARD;PRIMARY
11428;NY;BELLEROSE MANOR;STANDARD;ACCEPTABLE
11428;NY;BELLRS MANOR;STANDARD;ACCEPTABLE
11428;NY;JAMAICA;STANDARD;ACCEPTABLE
11428;NY;QUEENS VLG;STANDARD;ACCEPTABLE
11428;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11429;NY;QUEENS VILLAGE;STANDARD;PRIMARY
11429;NY;JAMAICA;STANDARD;ACCEPTABLE
11429;NY;QUEENS VLG;STANDARD;ACCEPTABLE
11429;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11430;NY;JAMAICA;STANDARD;PRIMARY
11430;NY;JF KENNEDY AP;STANDARD;ACCEPTABLE
11430;NY;JFK AIRPORT;STANDARD;ACCEPTABLE
11430;NY;JOHN F KENNEDY AIRPORT;STANDARD;ACCEPTABLE
11430;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11431;NY;JAMAICA;PO BOX;PRIMARY
11431;NY;QUEENS;PO BOX;NOT ACCEPTABLE
11432;NY;JAMAICA;STANDARD;PRIMARY
11432;NY;JAMAICA EST;STANDARD;NOT ACCEPTABLE
11432;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11433;NY;JAMAICA;STANDARD;PRIMARY
11433;NY;ADDISLEIGH PARK;STANDARD;ACCEPTABLE
11433;NY;ADDISLEIGH PK;STANDARD;ACCEPTABLE
11433;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11434;NY;JAMAICA;STANDARD;PRIMARY
11434;NY;ADDISLEIGH PARK;STANDARD;ACCEPTABLE
11434;NY;ADDISLEIGH PK;STANDARD;ACCEPTABLE
11434;NY;ROCHDALE VILL;STANDARD;ACCEPTABLE
11434;NY;ROCHDALE VILLAGE;STANDARD;ACCEPTABLE
11434;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11434;NY;ROCHDALE;STANDARD;NOT ACCEPTABLE
11435;NY;JAMAICA;STANDARD;PRIMARY
11435;NY;BRIARWOOD;STANDARD;ACCEPTABLE
11435;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11436;NY;JAMAICA;STANDARD;PRIMARY
11436;NY;S OZONE PARK;STANDARD;ACCEPTABLE
11436;NY;SOUTH OZONE PARK;STANDARD;ACCEPTABLE
11436;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11436;NY;S OZONE PK;STANDARD;NOT ACCEPTABLE
11439;NY;JAMAICA;UNIQUE;PRIMARY
11439;NY;QUEENS;UNIQUE;NOT ACCEPTABLE
11439;NY;SAINT JOHN UNIVERSITY;UNIQUE;NOT ACCEPTABLE
11451;NY;JAMAICA;UNIQUE;PRIMARY
11451;NY;QUEENS;UNIQUE;NOT ACCEPTABLE
11451;NY;YORK COLLEGE;UNIQUE;NOT ACCEPTABLE
11499;NY;JAMAICA;UNIQUE;PRIMARY
11499;NY;AMF/JFK INCOMING EXPRESS MAI;UNIQUE;NOT ACCEPTABLE
11101;NY;LONG ISLAND CITY;STANDARD;PRIMARY
11101;NY;ASTORIA;STANDARD;ACCEPTABLE
11101;NY;LONG IS CITY;STANDARD;ACCEPTABLE
11101;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11102;NY;ASTORIA;STANDARD;PRIMARY
11102;NY;LONG IS CITY;STANDARD;ACCEPTABLE
11102;NY;LONG ISLAND CITY;STANDARD;ACCEPTABLE
11102;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11103;NY;ASTORIA;STANDARD;PRIMARY
11103;NY;LONG IS CITY;STANDARD;ACCEPTABLE
11103;NY;LONG ISLAND CITY;STANDARD;ACCEPTABLE
11103;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11104;NY;SUNNYSIDE;STANDARD;PRIMARY
11104;NY;ASTORIA;STANDARD;ACCEPTABLE
11104;NY;LONG IS CITY;STANDARD;ACCEPTABLE
11104;NY;LONG ISLAND CITY;STANDARD;ACCEPTABLE
11104;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11105;NY;ASTORIA;STANDARD;PRIMARY
11105;NY;LONG IS CITY;STANDARD;ACCEPTABLE
11105;NY;LONG ISLAND CITY;STANDARD;ACCEPTABLE
11106;NY;ASTORIA;STANDARD;PRIMARY
11106;NY;LONG IS CITY;STANDARD;ACCEPTABLE
11106;NY;LONG ISLAND CITY;STANDARD;ACCEPTABLE
11106;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11109;NY;LONG ISLAND CITY;STANDARD;PRIMARY
11109;NY;LONG IS CITY;STANDARD;ACCEPTABLE
11109;NY;QUEENS;STANDARD;NOT ACCEPTABLE
11120;NY;LONG ISLAND CITY;UNIQUE;PRIMARY
11120;NY;LONG IS CITY;UNIQUE;ACCEPTABLE
11120;NY;CITICORP;UNIQUE;NOT ACCEPTABLE
11120;NY;QUEENS;UNIQUE;NOT ACCEPTABLE
11030;NY;MANHASSET;STANDARD;PRIMARY
11030;NY;PLANDOME;STANDARD;ACCEPTABLE
11040;NY;NEW HYDE PARK;STANDARD;PRIMARY
11040;NY;GARDEN CITY P;STANDARD;ACCEPTABLE
11040;NY;GARDEN CITY PARK;STANDARD;ACCEPTABLE
11040;NY;HILLSIDE MANOR;STANDARD;ACCEPTABLE
11040;NY;HILLSIDE MNR;STANDARD;ACCEPTABLE
11040;NY;MANHASSET HIL;STANDARD;ACCEPTABLE
11040;NY;MANHASSET HILLS;STANDARD;ACCEPTABLE
11040;NY;N NEW HYDE PK;STANDARD;ACCEPTABLE
11040;NY;NORTH HILLS;STANDARD;ACCEPTABLE
11040;NY;NORTH NEW HYDE PARK;STANDARD;ACCEPTABLE
11040;NY;GDN CITY PARK;STANDARD;NOT ACCEPTABLE
11040;NY;HERRICKS;STANDARD;NOT ACCEPTABLE
11040;NY;LAKE SUCCESS;STANDARD;NOT ACCEPTABLE
